District Name,District Code,Subject,M+E #,M+E percentage,E #,E percentage,M #,M percentage,PM #,PM percentage,NM #,NM percentage,No. of Students Included,Part. Rate percentage,Avg. Scaled Score,SGP,Included In SGP
Pioneer Valley Chinese Immersion Charter (District),04970000,ELA,         181,62,          57,20,         124,42,          88,30,          23,8,         292,99,     507,          60,         243
Pioneer Valley Chinese Immersion Charter (District),04970000,MATH,         181,62,          64,22,         117,40,          97,33,          16,5,         294,100,     509,          69,         244
Pioneer Valley Chinese Immersion Charter (District),04970000,SCI,          71,74,          21,22,          50,52,          21,22,           4,4,          96,99,     512,,
Pioneer Valley Performing Arts Charter Public (District),04790000,ELA,          53,37,           6,4,          47,33,          67,47,          22,15,         142,100,     491,          43,         112
Pioneer Valley Performing Arts Charter Public (District),04790000,MATH,          22,16,           0,0,          22,16,          82,58,          37,26,         141,99,     482,          30,         111
Pioneer Valley Performing Arts Charter Public (District),04790000,SCI,          23,33,           0,0,          23,33,          35,50,          12,17,          70,99,     490,,
Pittsfield,02360000,ELA,         568,29,          77,4,         491,25,         823,42,         576,29,"       1,967",97,     486,          43,"       1,463"
Pittsfield,02360000,MATH,         482,25,          68,3,         414,21,         863,44,         617,31,"       1,962",97,     484,          39,"       1,456"
Pittsfield,02360000,SCI,         181,28,          33,5,         148,23,         276,43,         187,29,         644,96,     486,,
Plainville,02380000,ELA,         140,44,           9,3,         131,41,         146,46,          30,9,         316,98,     496,          54,         217
Plainville,02380000,MATH,         161,51,          42,13,         119,37,         116,36,          41,13,         318,99,     501,          65,         220
Plainville,02380000,SCI,          36,43,           3,4,          33,39,          37,44,          11,13,          84,100,     495,,
Plymouth,02390000,ELA,"       1,455",47,         248,8,"       1,207",39,"       1,196",39,         432,14,"       3,083",99,     497,          49,"       2,374"
Plymouth,02390000,MATH,"       1,188",39,         131,4,"       1,057",34,"       1,434",47,         449,15,"       3,071",98,     494,          45,"       2,376"
Plymouth,02390000,SCI,         402,40,          43,4,         359,36,         453,45,         141,14,         996,98,     493,,
Plympton,02400000,ELA,          91,58,          14,9,          77,49,          55,35,          10,6,         156,100,     504,          48,         105
Plympton,02400000,MATH,          80,51,          14,9,          66,42,          59,38,          17,11,         156,100,     502,          54,         106
Plympton,02400000,SCI,          30,65,           6,13,          24,52,          11,24,           5,11,          46,100,     507,,
Prospect Hill Academy Charter (District),04870000,ELA,         110,28,          17,4,          93,23,         183,46,         104,26,         397,100,     487,          52,         305
Prospect Hill Academy Charter (District),04870000,MATH,          75,19,          10,3,          65,16,         182,46,         138,35,         395,100,     481,          54,         305
Prospect Hill Academy Charter (District),04870000,SCI,          21,15,           1,1,          20,14,          72,52,          45,33,         138,98,     479,,
Provincetown,02420000,ELA,          27,35,           4,5,          23,29,          42,54,           9,12,          78,98,     493,          57,          56
Provincetown,02420000,MATH,          20,25,           1,1,          19,24,          40,51,          19,24,          79,99,     486,          48,          56
Provincetown,02420000,SCI,          12,60,           3,15,           9,45,           8,40,           0,0,          20,95,     504,,
Quabbin,07530000,ELA,         353,36,          55,6,         298,30,         445,45,         191,19,         989,99,     491,          43,         776
Quabbin,07530000,MATH,         297,30,          22,2,         275,28,         513,52,         177,18,         987,99,     489,          39,         775
Quabbin,07530000,SCI,         121,37,          12,4,         109,33,         146,45,          60,18,         327,99,     492,,
Quaboag Regional,07780000,ELA,         137,26,          12,2,         125,23,         270,50,         130,24,         537,99,     486,          40,         416
Quaboag Regional,07780000,MATH,         165,31,          11,2,         154,29,         253,47,         118,22,         536,99,     488,          42,         417
Quaboag Regional,07780000,SCI,          47,27,           2,1,          45,26,          81,47,          45,26,         173,99,     485,,
Quincy,02430000,ELA,"       1,964",46,         374,9,"       1,590",37,"       1,548",36,         773,18,"       4,285",99,     496,          54,"       3,268"
Quincy,02430000,MATH,"       1,821",42,         372,9,"       1,449",34,"       1,721",40,         743,17,"       4,285",99,     496,          52,"       3,322"
Quincy,02430000,SCI,         643,45,         125,9,         518,36,         539,38,         239,17,"       1,421",99,     496,,
Ralph C Mahar,07550000,ELA,          42,21,           1,0,          41,20,          94,47,          65,32,         201,96,     481,          39,         171
Ralph C Mahar,07550000,MATH,          50,26,           7,4,          43,22,         105,54,          41,21,         196,93,     488,          59,         168
Ralph C Mahar,07550000,SCI,          20,21,           4,4,          16,17,          51,54,          24,25,          95,92,     486,,
Randolph,02440000,ELA,         249,20,          15,1,         234,18,         607,48,         410,32,"       1,266",99,     481,          44,         885
Randolph,02440000,MATH,         304,24,          38,3,         266,21,         600,47,         375,29,"       1,279",99,     484,          41,         915
Randolph,02440000,SCI,          89,22,          10,3,          79,20,         185,47,         122,31,         396,97,     483,,
Reading,02460000,ELA,"       1,164",65,         268,15,         896,50,         505,28,         127,7,"       1,796",99,     507,          53,"       1,444"
Reading,02460000,MATH,"       1,163",65,         266,15,         897,50,         508,28,         124,7,"       1,795",99,     507,          56,"       1,442"
Reading,02460000,SCI,         374,61,          97,16,         277,45,         192,31,          49,8,         615,99,     505,,
Revere,02480000,ELA,         846,26,          84,3,         762,23,"       1,464",45,         947,29,"       3,257",99,     484,          50,"       2,454"
Revere,02480000,MATH,         831,25,          65,2,         766,23,"       1,613",49,         819,25,"       3,263",99,     486,          45,"       2,492"
Revere,02480000,SCI,         288,27,          32,3,         256,24,         517,48,         273,25,"       1,078",99,     486,,
Richmond,02490000,ELA,          58,59,           8,8,          50,51,          34,35,           6,6,          98,99,     503,          54,          73
Richmond,02490000,MATH,          40,41,           4,4,          36,37,          53,55,           4,4,          97,99,     498,          42,          73
Richmond,02490000,SCI,          17,57,           2,7,          15,50,          12,40,           1,3,          30,100,     501,,
Rising Tide Charter Public (District),04830000,ELA,         198,54,          46,13,         152,42,         148,40,          20,5,         366,98,     503,          55,         338
Rising Tide Charter Public (District),04830000,MATH,         201,55,          35,10,         166,46,         146,40,          17,5,         364,98,     502,          61,         338
Rising Tide Charter Public (District),04830000,SCI,          88,49,          15,8,          73,40,          81,45,          12,7,         181,98,     500,,
River Valley Charter (District),04820000,ELA,         113,59,          14,7,          99,52,          64,34,          14,7,         191,100,     502,          56,         152
River Valley Charter (District),04820000,MATH,          91,48,          11,6,          80,42,          81,42,          19,10,         191,100,     497,          62,         152
River Valley Charter (District),04820000,SCI,          38,64,           8,14,          30,51,          17,29,           4,7,          59,100,     506,,
Rochester,02500000,ELA,         135,50,           6,2,         129,48,         110,41,          24,9,         269,100,     499,          48,         203
Rochester,02500000,MATH,         145,54,          25,9,         120,45,         105,39,          19,7,         269,100,     503,          50,         203
Rochester,02500000,SCI,          39,60,           5,8,          34,52,          20,31,           6,9,          65,98,     502,,
Rockland,02510000,ELA,         380,38,          49,5,         331,33,         412,41,         206,21,         998,99,     491,          49,         773
Rockland,02510000,MATH,         349,35,          40,4,         309,31,         459,46,         190,19,         998,99,     492,          43,         771
Rockland,02510000,SCI,         138,38,          23,6,         115,32,         148,41,          73,20,         359,98,     492,,
Rockport,02520000,ELA,         123,44,          19,7,         104,38,         112,40,          42,15,         277,99,     496,          45,         223
Rockport,02520000,MATH,         111,40,          16,6,          95,34,         127,45,          42,15,         280,99,     494,          45,         225
Rockport,02520000,SCI,          57,63,          13,14,          44,49,          25,28,           8,9,          90,97,     503,,
Rowe,02530000,ELA,          15,43,           0,0,          15,43,          14,40,           6,17,          35,100,     491,          47,          25
Rowe,02530000,MATH,          15,43,           2,6,          13,37,          13,37,           7,20,          35,100,     491,          50,          25
Rowe,02530000,SCI,           7,58,           2,17,           5,42,           1,8,           4,33,          12,100,     491,,
Roxbury Preparatory Charter (District),04840000,ELA,         168,29,          18,3,         150,26,         259,45,         143,25,         570,93,     487,          62,         467
Roxbury Preparatory Charter (District),04840000,MATH,         181,32,           6,1,         175,31,         286,50,         105,18,         572,98,     489,          69,         483
Roxbury Preparatory Charter (District),04840000,SCI,          58,23,           0,0,          58,23,         140,55,          57,22,         255,98,     484,,
Salem,02580000,ELA,         538,32,          84,5,         454,27,         724,43,         434,26,"       1,696",99,     488,          56,"       1,215"
Salem,02580000,MATH,         414,24,          45,3,         369,22,         768,45,         525,31,"       1,707",99,     484,          50,"       1,233"
Salem,02580000,SCI,         196,33,          31,5,         165,28,         237,40,         165,28,         598,99,     488,,
Salem Academy Charter (District),04850000,ELA,         102,46,          19,9,          83,38,          74,33,          45,20,         221,100,     495,          53,         211
Salem Academy Charter (District),04850000,MATH,          86,39,          12,5,          74,34,          91,41,          43,20,         220,100,     492,          58,         211
Salem Academy Charter (District),04850000,SCI,          33,44,          10,13,          23,31,          28,37,          14,19,          75,99,     496,,
Sandwich,02610000,ELA,         548,53,         109,11,         439,43,         370,36,         112,11,"       1,030",99,     501,          52,         823
Sandwich,02610000,MATH,         554,54,         108,11,         446,43,         379,37,          95,9,"       1,028",99,     503,          52,         826
Sandwich,02610000,SCI,         190,56,          43,13,         147,43,         112,33,          39,11,         341,98,     502,,
Saugus,02620000,ELA,         317,26,          21,2,         296,24,         592,48,         313,26,"       1,222",99,     485,          42,         923
Saugus,02620000,MATH,         411,34,          43,4,         368,30,         560,46,         238,20,"       1,209",97,     491,          51,         917
Saugus,02620000,SCI,         127,33,          13,3,         114,30,         171,45,          83,22,         381,95,     490,,
Savoy,02630000,ELA,           6,38,           0,0,           6,38,          10,63,           0,0,          16,100,     498,,          14
Savoy,02630000,MATH,           5,31,           0,0,           5,31,          11,69,           0,0,          16,100,     492,,          14
Scituate,02640000,ELA,         772,61,         160,13,         612,48,         428,34,          69,5,"       1,269",99,     506,          52,"       1,034"
Scituate,02640000,MATH,         780,61,         151,12,         629,49,         440,35,          55,4,"       1,275",99,     507,          52,"       1,042"
Scituate,02640000,SCI,         267,64,          57,14,         210,51,         130,31,          18,4,         415,99,     507,,
Seekonk,02650000,ELA,         501,49,          84,8,         417,41,         403,39,         118,12,"       1,022",100,     500,          52,         809
Seekonk,02650000,MATH,         535,52,          74,7,         461,45,         400,39,          86,8,"       1,021",100,     501,          51,         806
Seekonk,02650000,SCI,         182,53,          29,8,         153,45,         137,40,          24,7,         343,100,     502,,
Sharon,02660000,ELA,"       1,044",67,         208,13,         836,54,         425,27,          84,5,"       1,553",99,     508,          53,"       1,276"
Sharon,02660000,MATH,"       1,060",68,         328,21,         732,47,         416,27,          77,5,"       1,553",99,     512,          51,"       1,279"
Sharon,02660000,SCI,         392,72,         104,19,         288,53,         121,22,          30,6,         543,99,     511,,
Sherborn,02690000,ELA,         150,70,          31,14,         119,55,          55,26,          10,5,         215,99,     509,          59,         138
Sherborn,02690000,MATH,         142,66,          22,10,         120,56,          64,30,           8,4,         214,99,     507,          57,         138
Sherborn,02690000,SCI,          54,72,          13,17,          41,55,          18,24,           3,4,          75,99,     510,,
Shrewsbury,02710000,ELA,"       1,535",58,         308,12,"       1,227",46,         871,33,         260,10,"       2,666",100,     504,          52,"       2,099"
Shrewsbury,02710000,MATH,"       1,767",66,         494,19,"       1,273",48,         667,25,         230,9,"       2,664",100,     509,          55,"       2,113"
Shrewsbury,02710000,SCI,         543,59,         103,11,         440,47,         282,30,         102,11,         927,100,     502,,
Shutesbury,02720000,ELA,          35,57,           6,10,          29,48,          25,41,           1,2,          61,100,     504,          50,          41
Shutesbury,02720000,MATH,          36,59,           4,7,          32,52,          25,41,           0,0,          61,100,     505,          54,          41
Shutesbury,02720000,SCI,          12,75,           1,6,          11,69,           4,25,           0,0,          16,100,     507,,
Silver Lake,07600000,ELA,         236,44,          41,8,         195,36,         230,43,          69,13,         535,98,     497,          43,         520
Silver Lake,07600000,MATH,         258,48,          32,6,         226,42,         225,42,          53,10,         536,99,     499,          55,         522
Silver Lake,07600000,SCI,          88,32,           9,3,          79,29,         138,51,          46,17,         272,99,     490,,
Sizer School: A North Central Charter Essential (District),04740000,ELA,          57,52,           9,8,          48,44,          36,33,          17,15,         110,97,     498,          48,          92
Sizer School: A North Central Charter Essential (District),04740000,MATH,          31,29,           2,2,          29,27,          59,55,          18,17,         108,96,     488,          50,          91
Sizer School: A North Central Charter Essential (District),04740000,SCI,          17,26,           0,0,          17,26,          38,58,          11,17,          66,93,     488,,
Somerset,02730000,ELA,         478,43,          60,5,         418,38,         453,41,         168,15,"       1,099",100,     495,          48,         885
Somerset,02730000,MATH,         492,45,          56,5,         436,40,         475,43,         131,12,"       1,098",100,     497,          47,         886
Somerset,02730000,SCI,         190,51,          20,5,         170,45,         147,39,          38,10,         375,99,     499,,
Somerville,02740000,ELA,         816,39,         208,10,         608,29,         696,34,         558,27,"       2,070",99,     491,          51,"       1,557"
Somerville,02740000,MATH,         679,33,         168,8,         511,25,         771,37,         634,30,"       2,084",99,     488,          51,"       1,576"
Somerville,02740000,SCI,         279,40,          73,11,         206,30,         229,33,         184,27,         692,97,     492,,
South Hadley,02780000,ELA,         262,35,          30,4,         232,31,         328,44,         154,21,         744,99,     491,          53,         570
South Hadley,02780000,MATH,         233,31,          35,5,         198,27,         355,48,         159,21,         747,99,     489,          44,         570
South Hadley,02780000,SCI,          95,41,          11,5,          84,36,          97,42,          41,18,         233,97,     494,,
South Shore Charter Public (District),04880000,ELA,         221,45,          28,6,         193,39,         183,37,          91,18,         495,100,     494,          52,         384
South Shore Charter Public (District),04880000,MATH,         176,36,          29,6,         147,30,         226,46,          91,18,         493,99,     492,          41,         384
South Shore Charter Public (District),04880000,SCI,          61,37,           9,5,          52,31,          74,45,          31,19,         166,99,     493,,
Southampton,02750000,ELA,         105,44,          13,5,          92,38,         106,44,          30,12,         241,99,     496,          52,         171
Southampton,02750000,MATH,         136,56,          22,9,         114,47,          87,36,          19,8,         242,99,     503,          60,         172
Southampton,02750000,SCI,          48,77,          12,19,          36,58,          14,23,           0,0,          62,100,     514,,
Southborough,02760000,ELA,         581,72,         141,18,         440,55,         186,23,          38,5,         805,98,     511,          54,         648
Southborough,02760000,MATH,         588,74,         185,23,         403,50,         177,22,          34,4,         799,97,     514,          44,         645
Southborough,02760000,SCI,         207,74,          55,20,         152,55,          62,22,           9,3,         278,98,     511,,
Southbridge,02770000,ELA,         112,14,          14,2,          98,12,         333,40,         378,46,         823,99,     475,          48,         594
Southbridge,02770000,MATH,          83,10,           6,1,          77,9,         337,41,         403,49,         823,99,     473,          50,         594
Southbridge,02770000,SCI,          31,11,           0,0,          31,11,         129,44,         130,45,         290,98,     473,,
Southern Berkshire,07650000,ELA,          99,36,          18,7,          81,30,         118,43,          55,20,         272,98,     493,          51,         194
Southern Berkshire,07650000,MATH,         106,40,          17,6,          89,33,         110,41,          52,19,         268,97,     493,          46,         192
Southern Berkshire,07650000,SCI,          33,38,           2,2,          31,35,          43,49,          12,14,          88,99,     492,,
Southwick-Tolland-Granville Regional School District,07660000,ELA,         217,37,          21,4,         196,34,         270,46,          96,16,         583,99,     493,          46,         468
Southwick-Tolland-Granville Regional School District,07660000,MATH,         227,39,          26,5,         201,35,         257,45,          93,16,         577,98,     493,          43,         465
Southwick-Tolland-Granville Regional School District,07660000,SCI,          71,34,           9,4,          62,30,         107,52,          28,14,         206,98,     493,,
Spencer-E Brookfield,07670000,ELA,         151,22,          14,2,         137,20,         343,50,         188,28,         682,99,     484,          44,         521
Spencer-E Brookfield,07670000,MATH,         134,20,          13,2,         121,18,         354,53,         182,27,         670,98,     484,          47,         512
Spencer-E Brookfield,07670000,SCI,          68,29,           4,2,          64,27,         110,46,          60,25,         238,98,     486,,
Springfield,02810000,ELA,"       2,065",22,         180,2,"       1,885",20,"       4,137",44,"       3,139",34,"       9,341",99,     482,          47,"       6,525"
Springfield,02810000,MATH,"       1,596",17,         147,2,"       1,449",16,"       4,300",46,"       3,425",37,"       9,321",99,     480,          46,"       6,527"
Springfield,02810000,SCI,         633,21,          74,2,         559,19,"       1,343",45,"       1,036",34,"       3,012",96,     482,,
Springfield International Charter (District),04410000,ELA,         157,21,          13,2,         144,19,         356,48,         234,31,         747,99,     481,          42,         611
Springfield International Charter (District),04410000,MATH,          75,10,           2,0,          73,10,         370,50,         301,40,         746,99,     476,          40,         609
Springfield International Charter (District),04410000,SCI,          48,20,           4,2,          44,18,         114,48,          77,32,         239,95,     481,,
Springfield Preparatory Charter School (District),35100000,ELA,         161,50,          17,5,         144,45,         130,40,          30,9,         321,100,     499,          58,         262
Springfield Preparatory Charter School (District),35100000,MATH,         164,51,          22,7,         142,44,         133,41,          24,7,         321,100,     500,          54,         261
Springfield Preparatory Charter School (District),35100000,SCI,          58,54,           8,7,          50,47,          41,38,           8,7,         107,100,     501,,
Stoneham,02840000,ELA,         479,45,          89,8,         390,37,         423,40,         154,15,"       1,056",100,     497,          47,         824
Stoneham,02840000,MATH,         460,43,          78,7,         382,36,         467,44,         132,12,"       1,059",100,     498,          46,         827
Stoneham,02840000,SCI,         179,51,          32,9,         147,42,         140,40,          33,9,         352,99,     500,,
Stoughton,02850000,ELA,         596,37,          82,5,         514,32,         690,43,         310,19,"       1,596",99,     492,          46,"       1,187"
Stoughton,02850000,MATH,         584,37,          67,4,         517,33,         757,48,         249,16,"       1,590",99,     493,          48,"       1,199"
Stoughton,02850000,SCI,         200,38,          27,5,         173,33,         232,44,          96,18,         528,98,     492,,
Sturbridge,02870000,ELA,         219,46,          21,4,         198,42,         209,44,          44,9,         472,99,     498,          46,         332
Sturbridge,02870000,MATH,         257,54,          40,8,         217,46,         167,35,          48,10,         472,100,     502,          55,         332
Sturbridge,02870000,SCI,          74,54,          17,13,          57,42,          49,36,          13,10,         136,100,     503,,
Sudbury,02880000,ELA,"       1,176",71,         302,18,         874,52,         401,24,          88,5,"       1,665",99,     511,          59,"       1,334"
Sudbury,02880000,MATH,"       1,216",73,         315,19,         901,54,         379,23,          74,4,"       1,669",100,     512,          58,"       1,339"
Sudbury,02880000,SCI,         431,73,         109,19,         322,55,         132,22,          24,4,         587,100,     512,,
Sunderland,02890000,ELA,          37,44,           3,4,          34,40,          31,37,          16,19,          84,100,     494,          46,          57
Sunderland,02890000,MATH,          40,48,           6,7,          34,41,          27,33,          16,19,          83,99,     497,          46,          57
Sunderland,02890000,SCI,          11,46,           3,13,           8,33,          10,42,           3,13,          24,100,     494,,
Sutton,02900000,ELA,         253,42,          22,4,         231,39,         269,45,          77,13,         599,99,     495,          53,         480
Sutton,02900000,MATH,         249,42,          25,4,         224,38,         284,48,          63,11,         596,98,     496,          53,         480
Sutton,02900000,SCI,          79,42,           6,3,          73,39,          91,48,          18,10,         188,99,     497,,
Swampscott,02910000,ELA,         408,46,          44,5,         364,41,         356,40,         124,14,         888,99,     496,          43,         693
Swampscott,02910000,MATH,         400,45,          50,6,         350,40,         377,43,         109,12,         886,98,     497,          47,         694
Swampscott,02910000,SCI,         141,48,          19,6,         122,41,         115,39,          40,14,         296,97,     497,,
Swansea,02920000,ELA,         406,42,          41,4,         365,37,         408,42,         163,17,         977,99,     494,          46,         773
Swansea,02920000,MATH,         418,43,          64,7,         354,36,         448,46,         110,11,         976,99,     497,          53,         773
Swansea,02920000,SCI,         167,50,          24,7,         143,43,         124,37,          45,13,         336,98,     498,,
TEC Connections Academy Commonwealth Virtual School District,39020000,ELA,         273,28,          43,4,         230,23,         465,47,         253,26,         991,94,     486,          45,         551
TEC Connections Academy Commonwealth Virtual School District,39020000,MATH,         197,20,          14,1,         183,19,         433,44,         358,36,         988,94,     480,          42,         540
TEC Connections Academy Commonwealth Virtual School District,39020000,SCI,         119,29,          21,5,          98,24,         180,44,         111,27,         410,92,     487,,
Tantasqua,07700000,ELA,         252,44,          51,9,         201,35,         244,42,          81,14,         577,99,     496,          41,         554
Tantasqua,07700000,MATH,         257,44,          49,8,         208,36,         250,43,          72,12,         579,99,     497,          37,         556
Tantasqua,07700000,SCI,         134,46,          21,7,         113,39,         125,43,          32,11,         291,97,     498,,
Taunton,02930000,ELA,"       1,112",30,         111,3,"       1,001",27,"       1,587",43,         993,27,"       3,692",98,     486,          47,"       2,761"
Taunton,02930000,MATH,         859,23,          89,2,         770,21,"       1,743",47,"       1,104",30,"       3,706",99,     484,          45,"       2,790"
Taunton,02930000,SCI,         296,24,          36,3,         260,21,         557,45,         374,30,"       1,227",97,     484,,
Tewksbury,02950000,ELA,         703,45,         111,7,         592,38,         631,40,         234,15,"       1,568",99,     496,          52,"       1,253"
Tewksbury,02950000,MATH,         646,41,          82,5,         564,36,         704,45,         224,14,"       1,574",100,     495,          51,"       1,262"
Tewksbury,02950000,SCI,         230,43,          34,6,         196,37,         233,44,          70,13,         533,99,     496,,
Tisbury,02960000,ELA,          76,38,           7,4,          69,35,          86,43,          36,18,         198,100,     491,          44,         135
Tisbury,02960000,MATH,          70,36,           8,4,          62,31,         109,55,          18,9,         197,99,     494,          32,         123
Tisbury,02960000,SCI,          23,36,           2,3,          21,33,          29,45,          12,19,          64,100,     491,,
Topsfield,02980000,ELA,         203,60,          27,8,         176,52,         121,36,          14,4,         338,98,     505,          49,         242
Topsfield,02980000,MATH,         187,55,          24,7,         163,48,         134,40,          17,5,         338,98,     503,          51,         242
Topsfield,02980000,SCI,          63,73,          13,15,          50,58,          21,24,           2,2,          86,98,     509,,
Triton,07730000,ELA,         474,50,          82,9,         392,42,         353,38,         114,12,         941,99,     499,          54,         728
Triton,07730000,MATH,         472,50,          74,8,         398,42,         385,41,          84,9,         941,99,     500,          55,         729
Triton,07730000,SCI,         174,53,          37,11,         137,42,         119,36,          37,11,         330,98,     501,,
Truro,03000000,ELA,          14,48,           0,0,          14,48,          14,48,           1,3,          29,97,     501,,          19
Truro,03000000,MATH,          17,57,           3,10,          14,47,           9,30,           4,13,          30,100,     502,,          19
Truro,03000000,SCI,           7,70,           2,20,           5,50,           3,30,           0,0,          10,100,     510,,
Tyngsborough,03010000,ELA,         277,37,          25,3,         252,34,         362,48,         109,15,         748,99,     493,          51,         576
Tyngsborough,03010000,MATH,         309,41,          37,5,         272,36,         347,46,          94,13,         750,99,     495,          58,         583
Tyngsborough,03010000,SCI,         105,42,          18,7,          87,35,         121,48,          24,10,         250,99,     497,,
UP Academy Charter School of Dorchester (District),35050000,ELA,          85,22,           6,2,          79,21,         184,48,         113,30,         382,99,     483,          62,         300
UP Academy Charter School of Dorchester (District),35050000,MATH,          47,12,           3,1,          44,12,         213,56,         121,32,         381,99,     480,          57,         300
UP Academy Charter School of Dorchester (District),35050000,SCI,          16,13,           1,1,          15,12,          68,56,          37,31,         121,98,     480,,
Up-Island Regional,07740000,ELA,         130,51,          33,13,          97,38,          88,35,          36,14,         254,99,     501,          56,         211
Up-Island Regional,07740000,MATH,         132,52,          24,9,         108,42,         108,42,          15,6,         255,99,     502,          56,         211
Up-Island Regional,07740000,SCI,          49,65,           6,8,          43,57,          21,28,           5,7,          75,99,     504,,
Uxbridge,03040000,ELA,         301,42,          31,4,         270,38,         306,43,         112,16,         719,100,     493,          45,         555
Uxbridge,03040000,MATH,         304,42,          35,5,         269,37,         322,45,          93,13,         719,99,     495,          51,         556
Uxbridge,03040000,SCI,          85,36,          13,5,          72,30,         111,47,          41,17,         237,96,     491,,
Veritas Preparatory Charter School (District),04980000,ELA,          98,25,           9,2,          89,22,         187,47,         115,29,         400,100,     484,          42,         378
Veritas Preparatory Charter School (District),04980000,MATH,         133,33,          24,6,         109,27,         180,45,          87,22,         400,100,     490,          56,         378
Veritas Preparatory Charter School (District),04980000,SCI,          29,15,           0,0,          29,15,         102,52,          67,34,         198,100,     478,,
Wachusett,07750000,ELA,"       1,656",53,         243,8,"       1,413",45,"       1,222",39,         271,9,"       3,149",99,     501,          50,"       2,511"
Wachusett,07750000,MATH,"       1,751",56,         289,9,"       1,462",46,"       1,177",37,         224,7,"       3,152",99,     503,          53,"       2,516"
Wachusett,07750000,SCI,         588,56,         101,10,         487,46,         384,37,          78,7,"       1,050",99,     502,,
Wakefield,03050000,ELA,         883,55,         152,9,         731,46,         551,34,         171,11,"       1,605",99,     502,          53,"       1,283"
Wakefield,03050000,MATH,         852,53,         151,9,         701,44,         596,37,         162,10,"       1,610",99,     501,          51,"       1,284"
Wakefield,03050000,SCI,         293,56,          59,11,         234,44,         179,34,          55,10,         527,99,     502,,
Wales,03060000,ELA,          13,27,           0,0,          13,27,          28,58,           7,15,          48,100,     486,          40,          36
Wales,03060000,MATH,          16,33,           1,2,          15,31,          25,52,           7,15,          48,100,     492,          41,          36
Wales,03060000,SCI,           3,18,           0,0,           3,18,          13,76,           1,6,          17,100,     487,,
Walpole,03070000,ELA,         980,56,         177,10,         803,46,         622,35,         160,9,"       1,762",99,     503,          47,"       1,406"
Walpole,03070000,MATH,"       1,122",64,         282,16,         840,48,         539,31,         101,6,"       1,762",99,     508,          50,"       1,406"
Walpole,03070000,SCI,         293,51,          57,10,         236,41,         236,41,          41,7,         570,99,     501,,
Waltham,03080000,ELA,"       1,016",41,         202,8,         814,33,         939,38,         531,21,"       2,486",99,     493,          57,"       1,887"
Waltham,03080000,MATH,         972,39,         159,6,         813,33,"       1,042",42,         466,19,"       2,480",99,     494,          57,"       1,893"
Waltham,03080000,SCI,         251,30,          48,6,         203,25,         365,44,         208,25,         824,99,     488,,
Ware,03090000,ELA,         143,29,          11,2,         132,27,         219,45,         127,26,         489,99,     486,          45,         387
Ware,03090000,MATH,         113,23,           8,2,         105,22,         250,51,         125,26,         488,100,     484,          45,         389
Ware,03090000,SCI,          57,34,           7,4,          50,30,          74,44,          36,22,         167,99,     490,,
Wareham,03100000,ELA,         274,31,          24,3,         250,28,         438,49,         179,20,         891,98,     489,          51,         636
Wareham,03100000,MATH,         260,29,          28,3,         232,26,         447,51,         175,20,         882,97,     490,          49,         627
Wareham,03100000,SCI,          78,31,           5,2,          73,29,         125,49,          52,20,         255,94,     489,,
Warwick,03120000,ELA,           5,28,           0,0,           5,28,           7,39,           6,33,          18,100,     482,,          12
Warwick,03120000,MATH,           2,11,           0,0,           2,11,          10,56,           6,33,          18,100,     477,,          12
Watertown,03140000,ELA,         576,48,          93,8,         483,40,         433,36,         201,17,"       1,210",99,     496,          52,         897
Watertown,03140000,MATH,         583,48,         110,9,         473,39,         446,37,         180,15,"       1,209",99,     498,          54,         909
Watertown,03140000,SCI,         203,51,          46,12,         157,40,         128,32,          65,16,         396,99,     499,,
Wayland,03150000,ELA,         953,73,         219,17,         734,56,         307,23,          51,4,"       1,311",99,     511,          56,"       1,059"
Wayland,03150000,MATH,         981,75,         324,25,         657,50,         285,22,          45,3,"       1,311",99,     515,          55,"       1,063"
Wayland,03150000,SCI,         325,77,         121,29,         204,49,          83,20,          12,3,         420,99,     516,,
Webster,03160000,ELA,         160,19,           4,0,         156,19,         402,49,         266,32,         828,99,     481,          42,         627
Webster,03160000,MATH,         170,20,          12,1,         158,19,         413,50,         251,30,         834,99,     482,          46,         626
Webster,03160000,SCI,          38,15,           0,0,          38,15,         134,52,          88,34,         260,89,     479,,
Wellesley,03170000,ELA,"       1,348",75,         425,24,         923,51,         373,21,          79,4,"       1,800",99,     514,          57,"       1,398"
Wellesley,03170000,MATH,"       1,338",74,         416,23,         922,51,         378,21,          83,5,"       1,799",99,     514,          52,"       1,402"
Wellesley,03170000,SCI,         454,76,         163,27,         291,49,         114,19,          31,5,         599,99,     515,,
Wellfleet,03180000,ELA,          29,54,           3,6,          26,48,          22,41,           3,6,          54,98,     500,          65,          29
Wellfleet,03180000,MATH,          19,35,           3,6,          16,30,          31,57,           4,7,          54,98,     496,          50,          28
Wellfleet,03180000,SCI,           9,56,           0,0,           9,56,           6,38,           1,6,          16,100,     498,,
West Boylston,03220000,ELA,         188,45,          38,9,         150,36,         183,43,          51,12,         422,100,     497,          50,         329
West Boylston,03220000,MATH,         243,58,          48,11,         195,47,         138,33,          38,9,         419,99,     504,          53,         328
West Boylston,03220000,SCI,          67,50,          12,9,          55,41,          49,36,          19,14,         135,99,     499,,
West Bridgewater,03230000,ELA,         270,42,          30,5,         240,38,         290,45,          79,12,         639,98,     495,          47,         522
